Preview,Collection,Obs. ID,Product ID,RA (J2000.0),Dec. (J2000.0),Start Date,Instrument,Int. Time,Target Name,Filter,Cal. Lev.,Obs. Type,Min. Wavelength,Max. Wavelength,Proposal ID,P.I. Name,Data Release,Field of View,Polygon,Pixel Scale,Resolving Power,End Date,Data Type,Moving Target,Provenance Name,Intent,Target Type,Target Standard,Target Keywords,Sequence Number,Algorithm Name,Proposal Title,Proposal Keywords,IQ,Instrument Keywords,Tau,Molecule,Transition,Proposal Project,Band,Prov. Version,Prov. Project,Prov. Run ID,Prov. Last Executed,Rest-frame Energy,Quality,Publisher ID
-----------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caom:CFHT/714734,CFHT,714734.0,714734p,333.87611602550163,-17.730078673139147,52873.4170719,MegaPrime,360.05299999999994,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.975959223657398,polygon 334.3943808607479 -18.224885142510217 333.3627901200481 -18.22971665695829 333.36030110585295 -17.23429187936064 334.3868066875179 -17.228946160795132,0.18591480437732036,4.4221514508099995,52873.4212391801,image,0.0,ELIXIR,science,,0.0,,714734.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T14:08:48.000,,,ivo://cadc.nrc.ca/CFHT?714734/714734p
caom:CFHT/714735,CFHT,714735.0,714735p,333.8716332322019,-17.731303082499693,52873.4227018,MegaPrime,360.0380000000003,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9761243594988968,polygon 334.39000640162556 -18.226139538433017 333.35837852860084 -18.231022660140454 333.35572940742094 -17.235322575001902 334.38235643102433 -17.23027860370111,0.18592379466724668,4.4221514508099995,52873.426868906485,image,0.0,ELIXIR,science,,0.0,,714735.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T14:08:50.000,,,ivo://cadc.nrc.ca/CFHT?714735/714735p
caom:CFHT/714736,CFHT,714736.0,714736p,333.87756148097384,-17.734226355584077,52873.428327099995,MegaPrime,360.05999999999995,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9760171054966378,polygon 334.39579514353915 -18.229078955952545 333.3641375202006 -18.23385158263126 333.3617719308278 -17.238471217637937 334.3882965343965 -17.233013776670674,0.18591792510799468,4.4221514508099995,52873.43249446112,image,0.0,ELIXIR,science,,0.0,,714736.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T14:10:26.000,,,ivo://cadc.nrc.ca/CFHT?714736/714736p
caom:CFHT/714737,CFHT,714737.0,714737p,333.8805647412462,-17.72881094414599,52873.434098699996,MegaPrime,360.0669999999997,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9759996238297504,polygon 334.39878746443975 -18.223630009668597 333.36720845627315 -18.228479886480287 333.36480264803436 -17.232970354720422 334.39130406126856 -17.227690956606352,0.1859221482521933,4.4221514508099995,52873.438266142126,image,0.0,ELIXIR,science,,0.0,,714737.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T14:11:29.000,,,ivo://cadc.nrc.ca/CFHT?714737/714737p
caom:CFHT/714738,CFHT,714738.0,714738p,333.87482915126935,-17.72585831649097,52873.4398189,MegaPrime,360.0470000000003,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.976050013891438,polygon 334.39304960256794 -18.220705837591737 333.3613673973607 -18.225473006587805 333.35908905417216 -17.23008549393809 334.3855739998744 -17.224658409808043,0.18591108727128736,4.4221514508099995,52873.443986110644,image,0.0,ELIXIR,science,,0.0,,714738.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T14:11:19.000,,,ivo://cadc.nrc.ca/CFHT?714738/714738p
caom:CFHT/715199,CFHT,715199.0,715199p,333.87614110267316,-17.73048488185351,52876.4295416,MegaPrime,360.0619999999999,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.975828919051594,polygon 334.3943473087395 -18.225227933315693 333.36280763061274 -18.230167033887426 333.36049338225797 -17.234692225231612 334.3867559613162 -17.229315859374623,0.185897562080314,4.4221514508099995,52876.43370898426,image,0.0,ELIXIR,science,,0.0,,715199.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T14:29:52.000,,,ivo://cadc.nrc.ca/CFHT?715199/715199p
caom:CFHT/715200,CFHT,715200.0,715200p,333.87171060164377,-17.731748340792123,52876.43514659999,MegaPrime,360.04999999999984,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758572645494468,polygon 334.3899551931129 -18.226508556170273 333.35840303631204 -18.23136630286014 333.35596826858375 -17.23581897647219 334.38246414016726 -17.23083259776807,0.18590878969358254,4.4221514508099995,52876.43931384538,image,0.0,ELIXIR,science,,0.0,,715200.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T14:29:57.000,,,ivo://cadc.nrc.ca/CFHT?715200/715200p
caom:CFHT/715201,CFHT,715201.0,715201p,333.87753688160075,-17.734653211320776,52876.4407927,MegaPrime,360.05999999999995,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9757392703720882,polygon 334.39574834650404 -18.22944177518987 333.3641846304996 -18.234205171141724 333.36186336963806 -17.23890117241328 334.38813006825086 -17.23352211036972,0.1859040319589341,4.4221514508099995,52876.44496006111,image,0.0,ELIXIR,science,,0.0,,715201.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T14:32:40.000,,,ivo://cadc.nrc.ca/CFHT?715201/715201p
caom:CFHT/715202,CFHT,715202.0,715202p,333.88059015148013,-17.729183300832375,52876.446428400006,MegaPrime,360.05700000000013,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9757503264384156,polygon 334.39873550653834 -18.2239568271833 333.36724264690343 -18.228757094674165 333.36494104039446 -17.233395210680243 334.39127049326316 -17.228124146266737,0.18590567860506887,4.4221514508099995,52876.45059572639,image,0.0,ELIXIR,science,,0.0,,715202.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T14:32:48.000,,,ivo://cadc.nrc.ca/CFHT?715202/715202p
caom:CFHT/715203,CFHT,715203.0,715203p,333.87482702133883,-17.72623961073602,52876.4520409,MegaPrime,360.05999999999995,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.97589617816746,polygon 334.39295959128475 -18.2210431596462 333.3613979252487 -18.225831552239043 333.359139296256 -17.230498449285477 334.38559317726396 -17.225103530879394,0.18590038722235253,4.4221514508099995,52876.45620826112,image,0.0,ELIXIR,science,,0.0,,715203.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T14:34:47.000,,,ivo://cadc.nrc.ca/CFHT?715203/715203p
caom:CFHT/715712,CFHT,715712.0,715712p,333.8768245493873,-17.72957460743413,52880.439078400006,MegaPrime,360.08,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758385893877488,polygon 334.394983887204 -18.224422279331648 333.3634401318576 -18.22913289888814 333.3611546221464 -17.233793966310927 334.3874872221584 -17.228434573464455,0.18590657997629625,4.4221514508099995,52880.44324599259,image,0.0,ELIXIR,science,,0.0,,715712.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T15:16:42.000,,,ivo://cadc.nrc.ca/CFHT?715712/715712p
caom:CFHT/715713,CFHT,715713.0,715713p,333.87234898563224,-17.730864940306944,52880.443848400006,MegaPrime,360.071,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758918996018906,polygon 334.3905365689348 -18.22568219444733 333.35894392838105 -18.230475134214117 333.3566841474409 -17.235047409663864 334.38304232384013 -17.229732271183934,0.18595639064505046,4.4221514508099995,52880.448015888425,image,0.0,ELIXIR,science,,0.0,,715713.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T15:16:35.000,,,ivo://cadc.nrc.ca/CFHT?715713/715713p
caom:CFHT/715714,CFHT,715714.0,715714p,333.87817591780725,-17.73378380386491,52880.4486178,MegaPrime,360.0619999999999,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758797517067704,polygon 334.396373916067 -18.228599718965313 333.364697423342 -18.233308150130114 333.3624932027556 -17.2379480255981 334.38896733577616 -17.23276613383331,0.1859178148893955,4.4221514508099995,52880.45278518426,image,0.0,ELIXIR,science,,0.0,,715714.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T15:16:54.000,,,ivo://cadc.nrc.ca/CFHT?715714/715714p
caom:CFHT/715715,CFHT,715715.0,715715p,333.8812052422194,-17.728408331197272,52880.453378,MegaPrime,360.0849999999997,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9759834888819086,polygon 334.3993506141203 -18.223178976835086 333.3677766944767 -18.228132925915517 333.365571813903 -17.232547557640757 334.3920045055345 -17.22728055289369,0.1859214449636866,4.4221514508099995,52880.45754565046,image,0.0,ELIXIR,science,,0.0,,715715.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T15:16:48.000,,,ivo://cadc.nrc.ca/CFHT?715715/715715p
caom:CFHT/715716,CFHT,715716.0,715716p,333.87552785284925,-17.725437364158108,52880.4581375,MegaPrime,360.08100000000013,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9760546600772528,polygon 334.39373407924944 -18.220333945169585 333.3620001888358 -18.2249788489121 333.3598340408718 -17.22961297170002 334.38630056644786 -17.224290503367925,0.18590585588805011,4.4221514508099995,52880.46230510416,image,0.0,ELIXIR,science,,0.0,,715716.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T15:21:55.000,,,ivo://cadc.nrc.ca/CFHT?715716/715716p
caom:CFHT/716128,CFHT,716128.0,716128p,333.875588070338,-17.728837389055006,52885.4936768,MegaPrime,360.0560000000001,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9757953793133964,polygon 334.3936642778759 -18.223578240628072 333.3621150005708 -18.2284373017456 333.360015999078 -17.233070877307398 334.3863913745951 -17.22775956048652,0.185900594295814,4.4221514508099995,52885.49784411481,image,0.0,ELIXIR,science,,0.0,,716128.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T16:23:05.000,,,ivo://cadc.nrc.ca/CFHT?716128/716128p
caom:CFHT/716129,CFHT,716129.0,716129p,333.871251965054,-17.730176179133977,52885.49845369999,MegaPrime,360.0339999999998,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9760139745203276,polygon 334.3894736217847 -18.22495675554076 333.3577070314418 -18.229843031980806 333.35567470137244 -17.234309897834407 334.38199758100404 -17.229004318350448,0.1859237427647726,4.4221514508099995,52885.50262076018,image,0.0,ELIXIR,science,,0.0,,716129.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T16:12:25.000,,,ivo://cadc.nrc.ca/CFHT?716129/716129p
caom:CFHT/716130,CFHT,716130.0,716130p,333.876900003246,-17.732967263662406,52885.5032411,MegaPrime,360.04299999999984,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9759347761125384,polygon 334.39506114172366 -18.227770515748816 333.3634701428469 -18.232613520915834 333.3612441801037 -17.23707341168881 334.3877099266918 -17.23192313686023,0.1859114429310318,4.4221514508099995,52885.50740826435,image,0.0,ELIXIR,science,,0.0,,716130.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T16:23:11.000,,,ivo://cadc.nrc.ca/CFHT?716130/716130p
caom:CFHT/716131,CFHT,716131.0,716131p,333.8800525478216,-17.72760351164089,52885.5080244,MegaPrime,360.05700000000013,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758097729413464,polygon 334.3982078329597 -18.22240939429045 333.36657357986815 -18.22707822100068 333.3644274550019 -17.23175329282219 334.39084488845924 -17.226655318256306,0.18591777114441188,4.4221514508099995,52885.51219172639,image,0.0,ELIXIR,science,,0.0,,716131.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T16:22:43.000,,,ivo://cadc.nrc.ca/CFHT?716131/716131p
caom:CFHT/716132,CFHT,716132.0,716132p,333.87391691297,-17.72434822905356,52885.5128111,MegaPrime,360.03299999999984,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9768041909543967,polygon 334.39238877237847 -18.219313520958067 333.3607623299318 -18.224292166332745 333.35752470351497 -17.228166752730985 334.3850867939717 -17.223470869162682,0.1859358483614781,4.4221514508099995,52885.51697814861,image,0.0,ELIXIR,science,,0.0,,716132.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T16:24:21.000,,,ivo://cadc.nrc.ca/CFHT?716132/716132p
caom:CFHT/716302,CFHT,716302.0,716302p,333.8746379907334,-17.72527851461659,52886.3743703,MegaPrime,360.0480000000002,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9759141750294162,polygon 334.39293216863445 -18.219987479074163 333.36134245564034 -18.224993349854387 333.3589073899313 -17.229464630645438 334.385251732075 -17.22414182489581,0.18590698971459388,4.4221514508099995,52886.378537522214,image,0.0,ELIXIR,science,,0.0,,716302.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm01,2004-07-20T16:24:13.000,,,ivo://cadc.nrc.ca/CFHT?716302/716302p
caom:CFHT/718503,CFHT,718503.0,718503p,333.8762584791051,-17.72992366235728,52900.4133965,MegaPrime,360.0480000000002,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9757681959400344,polygon 334.39276793139686 -18.226181680132157 333.361227933067 -18.228001159287473 333.3622664748783 -17.232559415320793 334.3886702225351 -17.230459773154564,0.1859129459154964,4.4221514508099995,52900.417563722214,image,0.0,ELIXIR,science,,0.0,,718503.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T16:51:04.000,,,ivo://cadc.nrc.ca/CFHT?718503/718503p
caom:CFHT/718504,CFHT,718504.0,718504p,333.8719522799541,-17.73121341498486,52900.4181583,MegaPrime,360.04999999999984,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758613173153918,polygon 334.3884776437121 -18.227499534374658 333.356860561379 -18.22933765983568 333.3580005695499 -17.233846001134694 334.3843349998922 -17.231630899419173,0.18590842007047434,4.4221514508099995,52900.42232554538,image,0.0,ELIXIR,science,,0.0,,718504.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T16:56:47.000,,,ivo://cadc.nrc.ca/CFHT?718504/718504p
caom:CFHT/718505,CFHT,718505.0,718505p,333.87750653644764,-17.734051330471132,52900.4229162,MegaPrime,360.03900000000016,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.976001971587266,polygon 334.3940783232033 -18.23040050867189 333.36252750724407 -18.23220409629586 333.3633194480515 -17.236645087645158 334.38999538311657 -17.234546989187166,0.1859125205572727,4.4221514508099995,52900.427083318056,image,0.0,ELIXIR,science,,0.0,,718505.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T16:57:04.000,,,ivo://cadc.nrc.ca/CFHT?718505/718505p
caom:CFHT/718506,CFHT,718506.0,718506p,333.8807062271185,-17.72872096736833,52900.427671699996,MegaPrime,360.05099999999993,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758022198849688,polygon 334.3972502035958 -18.22503824886364 333.36561938649265 -18.226724075265892 333.3667373774172 -17.231308931156263 334.3930936875488 -17.22927543010988,0.18594889875054246,4.4221514508099995,52900.43183895695,image,0.0,ELIXIR,science,,0.0,,718506.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T16:57:03.000,,,ivo://cadc.nrc.ca/CFHT?718506/718506p
caom:CFHT/718507,CFHT,718507.0,718507p,333.87497270422625,-17.725712318549647,52900.432429500004,MegaPrime,360.04399999999987,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9760519507797624,polygon 334.39147752706566 -18.222062111984883 333.3598465833524 -18.223868392837886 333.36094322786005 -17.228346008729645 334.3874624886665 -17.226088316147894,0.1859197732925184,4.4221514508099995,52900.43659667592,image,0.0,ELIXIR,science,,0.0,,718507.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T16:57:10.000,,,ivo://cadc.nrc.ca/CFHT?718507/718507p
caom:CFHT/718535,CFHT,718535.0,718535p,36.49806619748771,-4.49432186784152,52900.5527459,MegaPrime,360.05299999999994,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9763793939860292,polygon 36.98843935460057 -3.995057834217036 36.990983321542075 -4.991087534147169 36.00707367292465 -4.993274391741295 36.005767549584455 -3.9972442949788984,0.1859539647791187,4.4221514508099995,52900.556913180095,image,0.0,ELIXIR,science,,0.0,,718535.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T17:15:54.000,,,ivo://cadc.nrc.ca/CFHT?718535/718535p
caom:CFHT/718536,CFHT,718536.0,718536p,36.49402165101148,-4.495323630021872,52900.5575049,MegaPrime,360.05299999999994,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9760996041465122,polygon 36.10996651266392 -3.997367556661075 36.984272014199306 -3.9962316308559167 36.98670720636395 -4.991973531953505 36.00296173051069 -4.994336910408066 36.001950639553876 -4.0032067766107104,0.18602887293313106,4.4221514508099995,52900.5616721801,image,0.0,ELIXIR,science,,0.0,,718536.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T17:17:54.000,,,ivo://cadc.nrc.ca/CFHT?718536/718536p
caom:CFHT/718537,CFHT,718537.0,718537p,36.49941112552822,-4.4982449058067004,52900.562259800005,MegaPrime,360.04399999999987,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9761386993653858,polygon 36.115298190553794 -4.000207008539363 36.98968699899184 -3.9991852411408217 36.99206771537723 -4.994937341638945 36.00836014728805 -4.997285347115678 36.00736589616653 -4.006095669281464,0.1860033279936992,4.4221514508099995,52900.566426975915,image,0.0,ELIXIR,science,,0.0,,718537.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T17:19:15.000,,,ivo://cadc.nrc.ca/CFHT?718537/718537p
caom:CFHT/718538,CFHT,718538.0,718538p,36.50162507016118,-4.49483153295968,52900.5670177,MegaPrime,360.0560000000001,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9798204492998152,polygon 36.99253239515809 -3.993857290640804 36.99491364632029 -4.989526650782352 36.12132496604062 -4.999317143845403 36.011228334378046 -4.991810142334543 36.00985563995871 -3.995875120638999,0.18599371520238295,4.4221514508099995,52900.571185014815,image,0.0,ELIXIR,science,,0.0,,718538.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T17:19:08.000,,,ivo://cadc.nrc.ca/CFHT?718538/718538p
caom:CFHT/718539,CFHT,718539.0,718539p,36.49667490097355,-4.489968808130102,52900.571774300006,MegaPrime,360.04299999999984,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9759936278446376,polygon 36.987028846647725 -3.9908696297475927 36.98953565424153 -4.986516989615922 36.00578900332061 -4.988864939120944 36.004403815287446 -3.9930393828735333,0.1859498201940452,4.4221514508099995,52900.57594146435,image,0.0,ELIXIR,science,,0.0,,718539.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T17:23:30.000,,,ivo://cadc.nrc.ca/CFHT?718539/718539p
caom:CFHT/718766,CFHT,718766.0,718766p,333.8777348642805,-17.729143375218154,52904.3628419,MegaPrime,360.0489999999997,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.976208543202688,polygon 334.3953329215527 -18.22470512698206 333.3637514803872 -18.22818502904677 333.3624334408026 -17.232608623420006 334.3892721595439 -17.228709272217543,0.18595490831387845,4.4221514508099995,52904.3670091338,image,0.0,ELIXIR,science,,0.0,,718766.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T17:51:17.000,,,ivo://cadc.nrc.ca/CFHT?718766/718766p
caom:CFHT/718767,CFHT,718767.0,718767p,333.8733698931088,-17.730524126904683,52904.3676009,MegaPrime,360.04399999999987,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9759040391130328,polygon 334.39091355911364 -18.22591540995802 333.3592982117562 -18.22955894887545 333.3583995480466 -17.233986511189187 334.38478148484995 -17.23011200427922,0.1859387382301638,4.4221514508099995,52904.371768075915,image,0.0,ELIXIR,science,,0.0,,718767.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T17:43:58.000,,,ivo://cadc.nrc.ca/CFHT?718767/718767p
caom:CFHT/718768,CFHT,718768.0,718768p,333.8790995618981,-17.73340879211305,52904.372369699995,MegaPrime,360.05199999999985,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758986187439688,polygon 334.39678181390724 -18.22877796301492 333.36503739153477 -18.23235932122509 333.36401880860546 -17.236846737380887 334.390503311674 -17.233118087822476,0.18593673249505785,4.4221514508099995,52904.37653696851,image,0.0,ELIXIR,science,,0.0,,718768.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T17:43:58.000,,,ivo://cadc.nrc.ca/CFHT?718768/718768p
caom:CFHT/718769,CFHT,718769.0,718769p,333.88216981697366,-17.727969895571633,52904.3771391,MegaPrime,360.0470000000003,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758240905015612,polygon 334.39964313020465 -18.22346919213848 333.36810573960685 -18.226850616139203 333.3671649226934 -17.23152407404737 334.39355112717584 -17.22753953017171,0.18594348101684746,4.4221514508099995,52904.381306310635,image,0.0,ELIXIR,science,,0.0,,718769.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T18:05:49.000,,,ivo://cadc.nrc.ca/CFHT?718769/718769p
caom:CFHT/718770,CFHT,718770.0,718770p,333.87633813359236,-17.72506906892151,52904.3819039,MegaPrime,360.0380000000003,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9760169129172312,polygon 334.3938100880414 -18.22054199488177 333.36222628944296 -18.224094169758388 333.361337137401 -17.228571015465477 334.38782408597757 -17.22459005511108,0.1859478223192734,4.4221514508099995,52904.386071006484,image,0.0,ELIXIR,science,,0.0,,718770.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm02,2004-07-20T18:05:55.000,,,ivo://cadc.nrc.ca/CFHT?718770/718770p
