Preview,Collection,Obs. ID,Product ID,RA (J2000.0),Dec. (J2000.0),Start Date,Instrument,Int. Time,Target Name,Filter,Cal. Lev.,Obs. Type,Min. Wavelength,Max. Wavelength,Proposal ID,P.I. Name,Data Release,Field of View,Polygon,Pixel Scale,Resolving Power,End Date,Data Type,Moving Target,Provenance Name,Intent,Target Type,Target Standard,Target Keywords,Sequence Number,Algorithm Name,Proposal Title,Proposal Keywords,IQ,Instrument Keywords,Tau,Molecule,Transition,Proposal Project,Band,Prov. Version,Prov. Project,Prov. Run ID,Prov. Last Executed,Rest-frame Energy,Quality,Publisher ID
caom:CFHT/788055,CFHT,788055.0,788055p,150.12216998800187,2.218146608977378,53466.3664165,MegaPrime,300.06499999999994,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9774178217145532,polygon 149.63121751652022 1.720090560017752 149.63166507093123 2.716727319908429 150.61349573610903 2.7160171753878473 150.6123077504394 1.7193994679465021,0.18612104771552984,4.4221514508099995,53466.36988947454,image,0.0,ELIXIR,science,,0.0,,788055.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T11:17:42.000,,,ivo://cadc.nrc.ca/CFHT?788055/788055p
caom:CFHT/788056,CFHT,788056.0,788056p,150.1138278551813,2.2347580470009376,53466.370738599995,MegaPrime,300.06000000000006,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.97708489558687,polygon 149.62265867630128 1.7367426530474432 149.62363220181618 2.733140828035701 150.60522722570767 2.7326415021485673 150.60379591171647 1.7362501942164386,0.18604829621621796,4.4221514508099995,53466.37421151667,image,0.0,ELIXIR,science,,0.0,,788056.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T11:17:37.000,,,ivo://cadc.nrc.ca/CFHT?788056/788056p
caom:CFHT/788056,CFHT,788056.0,788056p,150.1138278551813,2.2347580470009376,53466.370738599995,MegaPrime,300.06000000000006,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.97708489558687,polygon 149.62265867630128 1.7367426530474432 149.62363220181618 2.733140828035701 150.60522722570767 2.7326415021485673 150.60379591171647 1.7362501942164386,0.18604829621621796,4.4221514508099995,53466.37421151667,image,0.0,ELIXIR,science,,0.0,,788056.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T11:17:37.000,,,ivo://cadc.nrc.ca/CFHT?788056/788056p
caom:CFHT/788057,CFHT,788057.0,788057p,150.12210561150687,2.2182731875388555,53466.375476099995,MegaPrime,300.07600000000025,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.977543948950604,polygon 149.63123671592433 1.7202817567449387 149.63147176814394 2.7170817420299613 150.61345023739952 2.7159369456243496 150.61234879849047 1.7193975892285494,0.18612213708805486,4.4221514508099995,53466.378949201855,image,0.0,ELIXIR,science,,0.0,,788057.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T11:19:15.000,,,ivo://cadc.nrc.ca/CFHT?788057/788057p
caom:CFHT/788057,CFHT,788057.0,788057p,150.12210561150687,2.2182731875388555,53466.375476099995,MegaPrime,300.07600000000025,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.977543948950604,polygon 149.63123671592433 1.7202817567449387 149.63147176814394 2.7170817420299613 150.61345023739952 2.7159369456243496 150.61234879849047 1.7193975892285494,0.18612213708805486,4.4221514508099995,53466.378949201855,image,0.0,ELIXIR,science,,0.0,,788057.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T11:19:15.000,,,ivo://cadc.nrc.ca/CFHT?788057/788057p
caom:CFHT/788555,CFHT,788555.0,788555p,150.1168666753403,2.2102943248788165,53470.2885155,MegaPrime,300.04899999999975,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9773254861604029,polygon 149.6259596360527 1.712272710858585 149.62641524965588 2.708865799159639 150.60810723731197 2.7082037349724004 150.60694670037336 1.7114956418290603,0.18607632775272376,4.4221514508099995,53470.29198828935,image,0.0,ELIXIR,science,,0.0,,788555.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T13:11:24.000,,,ivo://cadc.nrc.ca/CFHT?788555/788555p
caom:CFHT/788555,CFHT,788555.0,788555p,150.1168666753403,2.2102943248788165,53470.2885155,MegaPrime,300.04899999999975,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9773254861604029,polygon 149.6259596360527 1.712272710858585 149.62641524965588 2.708865799159639 150.60810723731197 2.7082037349724004 150.60694670037336 1.7114956418290603,0.18607632775272376,4.4221514508099995,53470.29198828935,image,0.0,ELIXIR,science,,0.0,,788555.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T13:11:24.000,,,ivo://cadc.nrc.ca/CFHT?788555/788555p
caom:CFHT/788556,CFHT,788556.0,788556p,150.11156069977704,2.199507572879824,53470.2925639,MegaPrime,300.0519999999998,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.976843418861904,polygon 149.6235186562753 1.6973507787408408 149.61981702278433 2.6952992568426737 150.6021837102197 2.7004353513540593 150.60096195709608 1.7031767833721148,0.18621137342756314,4.4221514508099995,53470.29603672408,image,0.0,ELIXIR,science,,0.0,,788556.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T13:13:00.000,,,ivo://cadc.nrc.ca/CFHT?788556/788556p
caom:CFHT/788556,CFHT,788556.0,788556p,150.11156069977704,2.199507572879824,53470.2925639,MegaPrime,300.0519999999998,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.976843418861904,polygon 149.6235186562753 1.6973507787408408 149.61981702278433 2.6952992568426737 150.6021837102197 2.7004353513540593 150.60096195709608 1.7031767833721148,0.18621137342756314,4.4221514508099995,53470.29603672408,image,0.0,ELIXIR,science,,0.0,,788556.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T13:13:00.000,,,ivo://cadc.nrc.ca/CFHT?788556/788556p
caom:CFHT/788557,CFHT,788557.0,788557p,150.12066787417052,2.1841722999974564,53470.296614599996,MegaPrime,300.0519999999998,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.981583766329237,polygon 149.62803638381254 1.6870934953963967 149.62858140654834 2.6837920326556315 150.61034145138152 2.683330838402526 150.6148729374265 1.6840872667263938,0.1861259193745668,4.4221514508099995,53470.30008742408,image,0.0,ELIXIR,science,,0.0,,788557.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T13:14:47.000,,,ivo://cadc.nrc.ca/CFHT?788557/788557p
caom:CFHT/788557,CFHT,788557.0,788557p,150.12066787417052,2.1841722999974564,53470.296614599996,MegaPrime,300.0519999999998,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.981583766329237,polygon 149.62803638381254 1.6870934953963967 149.62858140654834 2.6837920326556315 150.61034145138152 2.683330838402526 150.6148729374265 1.6840872667263938,0.1861259193745668,4.4221514508099995,53470.30008742408,image,0.0,ELIXIR,science,,0.0,,788557.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T13:14:47.000,,,ivo://cadc.nrc.ca/CFHT?788557/788557p
caom:CFHT/788558,CFHT,788558.0,788558p,150.1230287066374,2.2187113132799827,53470.300652599995,MegaPrime,300.04899999999975,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.977633169387964,polygon 149.6322854760562 1.7206208938009553 149.63206025042106 2.7119586395521367 149.74092354523592 2.718142071547476 150.61417986835497 2.7162603280705753 150.61338462670045 1.7198815275753958,0.18612903693428726,4.4221514508099995,53470.304125389346,image,0.0,ELIXIR,science,,0.0,,788558.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T13:13:38.000,,,ivo://cadc.nrc.ca/CFHT?788558/788558p
caom:CFHT/788558,CFHT,788558.0,788558p,150.1230287066374,2.2187113132799827,53470.300652599995,MegaPrime,300.04899999999975,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.977633169387964,polygon 149.6322854760562 1.7206208938009553 149.63206025042106 2.7119586395521367 149.74092354523592 2.718142071547476 150.61417986835497 2.7162603280705753 150.61338462670045 1.7198815275753958,0.18612903693428726,4.4221514508099995,53470.304125389346,image,0.0,ELIXIR,science,,0.0,,788558.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T13:13:38.000,,,ivo://cadc.nrc.ca/CFHT?788558/788558p
caom:CFHT/788559,CFHT,788559.0,788559p,150.11552640586558,2.2362424988806566,53470.3046917,MegaPrime,300.048,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.979382284432674,polygon 149.62410191088892 1.737346411385687 149.62432901151297 2.7338650390722847 150.60804081324775 2.7359788778133662 150.60470434464006 1.736625633714695,0.18613166856054655,4.4221514508099995,53470.308164477785,image,0.0,ELIXIR,science,,0.0,,788559.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T13:16:20.000,,,ivo://cadc.nrc.ca/CFHT?788559/788559p
caom:CFHT/788559,CFHT,788559.0,788559p,150.11552640586558,2.2362424988806566,53470.3046917,MegaPrime,300.048,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.979382284432674,polygon 149.62410191088892 1.737346411385687 149.62432901151297 2.7338650390722847 150.60804081324775 2.7359788778133662 150.60470434464006 1.736625633714695,0.18613166856054655,4.4221514508099995,53470.308164477785,image,0.0,ELIXIR,science,,0.0,,788559.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T13:16:20.000,,,ivo://cadc.nrc.ca/CFHT?788559/788559p
caom:CFHT/789043,CFHT,789043.0,789043p,150.11631731138834,2.210102260963368,53474.395434900005,MegaPrime,300.05299999999994,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9791241728496872,polygon 149.62546909487534 1.7114234906537007 149.62540399137637 2.7027689800644197 149.73249134212983 2.711036310118814 150.6079283806997 2.7073870228362438 150.6066432336187 1.7105342371723964,0.1862106776937876,4.4221514508099995,53474.398907735645,image,0.0,ELIXIR,science,,0.0,,789043.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T14:43:04.000,,,ivo://cadc.nrc.ca/CFHT?789043/789043p
caom:CFHT/789043,CFHT,789043.0,789043p,150.11631731138834,2.210102260963368,53474.395434900005,MegaPrime,300.05299999999994,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9791241728496872,polygon 149.62546909487534 1.7114234906537007 149.62540399137637 2.7027689800644197 149.73249134212983 2.711036310118814 150.6079283806997 2.7073870228362438 150.6066432336187 1.7105342371723964,0.1862106776937876,4.4221514508099995,53474.398907735645,image,0.0,ELIXIR,science,,0.0,,789043.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T14:43:04.000,,,ivo://cadc.nrc.ca/CFHT?789043/789043p
caom:CFHT/789044,CFHT,789044.0,789044p,150.1101899693006,2.2015886514012952,53474.3994908,MegaPrime,300.0660000000001,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9777291454161272,polygon 149.6196784277375 1.7036492124563125 149.61900036600258 2.7004438971452487 150.6017253729812 2.6989913310198688 150.60045745464646 1.7025107878815078,0.18611933137317296,4.4221514508099995,53474.402963786124,image,0.0,ELIXIR,science,,0.0,,789044.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T14:42:28.000,,,ivo://cadc.nrc.ca/CFHT?789044/789044p
caom:CFHT/789044,CFHT,789044.0,789044p,150.1101899693006,2.2015886514012952,53474.3994908,MegaPrime,300.0660000000001,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9777291454161272,polygon 149.6196784277375 1.7036492124563125 149.61900036600258 2.7004438971452487 150.6017253729812 2.6989913310198688 150.60045745464646 1.7025107878815078,0.18611933137317296,4.4221514508099995,53474.402963786124,image,0.0,ELIXIR,science,,0.0,,789044.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T14:42:28.000,,,ivo://cadc.nrc.ca/CFHT?789044/789044p
caom:CFHT/789045,CFHT,789045.0,789045p,150.1189511465688,2.183099374551233,53474.4035305,MegaPrime,300.0660000000001,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9756790778009828,polygon 149.62738679759298 1.6862467424518144 149.62761409150656 2.677799905238885 150.61009752778824 2.6824677936098738 150.60891076723442 1.6854558695772823,0.18619176557817255,4.4221514508099995,53474.407003486114,image,0.0,ELIXIR,science,,0.0,,789045.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T14:50:22.000,,,ivo://cadc.nrc.ca/CFHT?789045/789045p
caom:CFHT/789045,CFHT,789045.0,789045p,150.1189511465688,2.183099374551233,53474.4035305,MegaPrime,300.0660000000001,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9756790778009828,polygon 149.62738679759298 1.6862467424518144 149.62761409150656 2.677799905238885 150.61009752778824 2.6824677936098738 150.60891076723442 1.6854558695772823,0.18619176557817255,4.4221514508099995,53474.407003486114,image,0.0,ELIXIR,science,,0.0,,789045.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T14:50:22.000,,,ivo://cadc.nrc.ca/CFHT?789045/789045p
caom:CFHT/789046,CFHT,789046.0,789046p,150.12257136737222,2.2179531015604685,53474.4075731,MegaPrime,300.06000000000006,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9779028232967946,polygon 149.6316149216218 1.719959957340464 149.63172530409378 2.7167770435612937 150.61400120180232 2.715678420267608 150.61298542391376 1.7189890747883396,0.1861642739081001,4.4221514508099995,53474.41104601666,image,0.0,ELIXIR,science,,0.0,,789046.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T14:43:14.000,,,ivo://cadc.nrc.ca/CFHT?789046/789046p
caom:CFHT/789046,CFHT,789046.0,789046p,150.12257136737222,2.2179531015604685,53474.4075731,MegaPrime,300.06000000000006,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9779028232967946,polygon 149.6316149216218 1.719959957340464 149.63172530409378 2.7167770435612937 150.61400120180232 2.715678420267608 150.61298542391376 1.7189890747883396,0.1861642739081001,4.4221514508099995,53474.41104601666,image,0.0,ELIXIR,science,,0.0,,789046.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T14:43:14.000,,,ivo://cadc.nrc.ca/CFHT?789046/789046p
caom:CFHT/789047,CFHT,789047.0,789047p,150.11571639212943,2.2333935760927366,53474.411618,MegaPrime,300.0660000000001,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9740233004901384,polygon 149.62328720290108 1.736530747761293 149.62726041325664 2.705578712320545 149.73224212260908 2.7338671479472083 150.60581136495023 2.7309104608513906 150.60443759676335 1.7357797221451534,0.18623298342956213,4.4221514508099995,53474.41509098611,image,0.0,ELIXIR,science,,0.0,,789047.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T14:50:33.000,,,ivo://cadc.nrc.ca/CFHT?789047/789047p
caom:CFHT/789047,CFHT,789047.0,789047p,150.11571639212943,2.2333935760927366,53474.411618,MegaPrime,300.0660000000001,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-12-30T00:00:00.000,0.9740233004901384,polygon 149.62328720290108 1.736530747761293 149.62726041325664 2.705578712320545 149.73224212260908 2.7338671479472083 150.60581136495023 2.7309104608513906 150.60443759676335 1.7357797221451534,0.18623298342956213,4.4221514508099995,53474.41509098611,image,0.0,ELIXIR,science,,0.0,,789047.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am03,2005-04-20T14:50:33.000,,,ivo://cadc.nrc.ca/CFHT?789047/789047p
caom:CFHT/792245,CFHT,792245.0,792245p,150.11680448305185,2.2094247812735968,53495.339695,MegaPrime,300.0519999999998,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-06-05T00:00:00.000,0.977695689809515,polygon 149.62832923325135 1.7087479595216735 149.6237955371996 2.7056558640872055 150.60585031038167 2.709798617819274 150.60928930967592 1.7130256441009664,0.1861187396145116,4.4221514508099995,53495.34316782408,image,0.0,ELIXIR,science,,0.0,,792245.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am04,2005-05-27T10:17:15.000,,,ivo://cadc.nrc.ca/CFHT?792245/792245p
caom:CFHT/792246,CFHT,792246.0,792246p,150.11085536940774,2.200597255556204,53495.343766000005,MegaPrime,300.05299999999994,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-06-05T00:00:00.000,0.9789935138322364,polygon 149.6234786562753 1.6973507787408266 149.61776501598786 2.6975131799853074 150.59993239791487 2.7019439865030535 150.60319597730287 1.7046604831607226,0.1861837977690857,4.4221514508099995,53495.347238835646,image,0.0,ELIXIR,science,,0.0,,792246.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am04,2005-05-27T10:22:10.000,,,ivo://cadc.nrc.ca/CFHT?792246/792246p
caom:CFHT/792248,CFHT,792248.0,792248p,150.120568032562,2.182388806433124,53495.3539506,MegaPrime,300.0460000000001,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-06-05T00:00:00.000,0.981313298663494,polygon 149.6302982702674 1.683269810004063 149.62610709843878 2.6803163384548014 150.6107915114998 2.6817422547101017 150.6148729374265 1.6840872667263938,0.1863108835212684,4.4221514508099995,53495.35742335463,image,0.0,ELIXIR,science,,0.0,,792248.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am04,2005-05-27T10:22:24.000,,,ivo://cadc.nrc.ca/CFHT?792248/792248p
caom:CFHT/792249,CFHT,792249.0,792249p,150.12354418667312,2.2182059044434648,53495.358014,MegaPrime,300.04399999999987,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-06-05T00:00:00.000,0.9783801935985394,polygon 149.63471259507435 1.7173858422964656 149.62998259790416 2.7138537251564685 150.61397631448008 2.7186684749151624 150.61534086026163 1.7216741792385903,0.18610431520251147,4.4221514508099995,53495.36148673148,image,0.0,ELIXIR,science,,0.0,,792249.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am04,2005-05-27T10:24:37.000,,,ivo://cadc.nrc.ca/CFHT?792249/792249p
caom:CFHT/792250,CFHT,792250.0,792250p,150.1144787930166,2.2339013912336867,53495.3620763,MegaPrime,300.05800000000016,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-06-05T00:00:00.000,0.9784091893746804,polygon 149.6273901350032 1.7306795622517654 149.6213908803649 2.730947456560102 150.6034922759106 2.734636251716168 150.60697054788395 1.7384004687538805,0.1861434214145306,4.4221514508099995,53495.36554919351,image,0.0,ELIXIR,science,,0.0,,792250.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am04,2005-05-27T10:27:24.000,,,ivo://cadc.nrc.ca/CFHT?792250/792250p
caom:CFHT/793310,CFHT,793310.0,793310p,150.1145154766424,2.2093232423437144,53503.292414699994,MegaPrime,300.0540000000001,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-06-13T00:00:00.000,0.979233787825862,polygon 149.6265222831123 1.7083423160344893 149.61984045719325 2.705883406371896 150.6042064905961 2.709256798774476 150.6078145312992 1.7126723722295196,0.18608891356647025,4.4221514508099995,53503.295887547225,image,0.0,ELIXIR,science,,0.0,,793310.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am04,2005-05-27T11:56:11.000,,,ivo://cadc.nrc.ca/CFHT?793310/793310p
caom:CFHT/793311,CFHT,793311.0,793311p,150.10988103823598,2.2000590038716723,53503.296481599995,MegaPrime,300.057,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-06-13T00:00:00.000,0.9769214568309366,polygon 149.6232286562753 1.6973507787408266 149.61744514371762 2.6967302944763674 150.5980583945974 2.7010228214231375 150.601669531821 1.7043050634115104,0.186104988304871,4.4221514508099995,53503.299954481954,image,0.0,ELIXIR,science,,0.0,,793311.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am04,2005-05-27T11:58:03.000,,,ivo://cadc.nrc.ca/CFHT?793311/793311p
caom:CFHT/793312,CFHT,793312.0,793312p,150.1181934323583,2.1835526835784123,53503.300545,MegaPrime,300.048,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-06-13T00:00:00.000,0.977836849858619,polygon 149.63156285593828 1.6806813871521058 149.62489763807875 2.679908177846187 150.6068750397656 2.684791094576113 150.61010781583812 1.6875741622985743,0.18613335025996333,4.4221514508099995,53503.30401777777,image,0.0,ELIXIR,science,,0.0,,793312.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am04,2005-05-27T11:56:04.000,,,ivo://cadc.nrc.ca/CFHT?793312/793312p
caom:CFHT/793313,CFHT,793313.0,793313p,150.12169382631387,2.2175892554768666,53503.304609599996,MegaPrime,300.04399999999987,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-06-13T00:00:00.000,0.9774871490752021,polygon 149.63325737904745 1.7172048426060087 149.6286145788877 2.7136877491978453 150.61070044315005 2.717918453992908 150.61406616587593 1.721011310918911,0.18604296775493387,4.4221514508099995,53503.30808233148,image,0.0,ELIXIR,science,,0.0,,793313.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am04,2005-05-27T12:01:10.000,,,ivo://cadc.nrc.ca/CFHT?793313/793313p
caom:CFHT/793314,CFHT,793314.0,793314p,150.1141129001098,2.235000658311961,53503.3086695,MegaPrime,300.0420000000001,D2,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-06-13T00:00:00.000,0.9797122588663072,polygon 149.62464221656188 1.733753670763818 149.62029442720794 2.729961407219136 150.60521781660626 2.736833927449183 150.60542811906961 1.737944289423524,0.18614076034556465,4.4221514508099995,53503.31214220834,image,0.0,ELIXIR,science,,0.0,,793314.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am04,2005-05-27T12:03:35.000,,,ivo://cadc.nrc.ca/CFHT?793314/793314p
caom:CFHT/795840,CFHT,795840.0,795840p,214.86272992008853,52.67995968077215,53518.4137424,MegaPrime,300.19400000000013,D3,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,05AL01,Deep_Synoptic CFHTLS,2006-06-28T00:00:00.000,0.9773265715743662,polygon 214.04251951665196 53.17423042449251 215.67838061736063 53.17678579817079 215.66480231249537 52.180313003439544 214.06532325875978 52.17760813632803,0.18608716561216498,4.4221514508099995,53518.417216867594,image,0.0,ELIXIR,science,,0.0,,795840.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,05Am05,2005-06-22T14:14:08.000,,,ivo://cadc.nrc.ca/CFHT?795840/795840p
